4.900221729490022438e-01,3.466666666666666785e-01,3.968957871396895931e-01,3.311111111111111338e-01,3.813747228381374477e-01,3.733333333333333504e-01,3.259423503325942217e-01,4.222222222222222210e-01,3.658536585365853577e-01,4.511111111111111294e-01
2.993348115299334644e-01,3.111111111111111160e-01,5.454545454545454142e-01,3.488888888888889150e-01,4.589800443458980084e-01,3.622222222222222232e-01,2.705099778270509958e-01,4.755555555555555647e-01,5.565410199556540816e-01,3.577777777777777501e-01
4.722838137472283870e-01,3.066666666666666430e-01,5.121951219512195230e-01,4.799999999999999822e-01,4.966740576496674331e-01,3.111111111111111160e-01,5.121951219512195230e-01,4.511111111111111294e-01,4.878048780487804770e-01,5.133333333333333082e-01
4.079822616407982050e-01,4.533333333333333104e-01,5.188470066518846568e-01,3.044444444444444620e-01,2.926829268292682751e-01,4.177777777777778034e-01,3.946784922394678263e-01,5.000000000000000000e-01,4.767184035476718651e-01,4.466666666666666563e-01
4.345898004434589623e-01,3.733333333333333504e-01,2.771618625277161851e-01,3.533333333333333326e-01,2.705099778270509958e-01,4.288888888888888751e-01,4.567627494456762971e-01,4.488888888888888928e-01,3.436807095343680785e-01,4.466666666666666563e-01
4.035476718403547824e-01,2.777777777777777901e-01,3.902439024390244038e-01,3.488888888888889150e-01,5.543237250554323703e-01,3.955555555555555491e-01,4.035476718403547824e-01,5.155555555555555447e-01,4.811529933481152876e-01,5.422222222222222721e-01
3.702882483370288358e-01,4.355555555555555292e-01,3.813747228381374477e-01,2.755555555555555536e-01,5.565410199556540816e-01,4.377777777777777657e-01,4.900221729490022438e-01,5.022222222222222365e-01,2.926829268292682751e-01,4.866666666666666918e-01
3.614190687361418797e-01,3.622222222222222232e-01,4.212860310421285837e-01,5.088888888888888351e-01,4.124168514412416831e-01,4.755555555555555647e-01,3.725055432372505471e-01,2.666666666666666630e-01,4.124168514412416831e-01,2.911111111111110983e-01
2.549889135254989059e-01,4.555555555555555469e-01,4.878048780487804770e-01,4.688888888888889106e-01,4.434589800443459184e-01,4.377777777777777657e-01,5.343680709534368578e-01,2.711111111111111360e-01,5.121951219512195230e-01,3.622222222222222232e-01
4.789356984478935764e-01,2.911111111111110983e-01,4.478935698447893410e-01,4.555555555555555469e-01,3.924611973392461151e-01,1.977777777777777746e-01,4.988913525498891444e-01,4.466666666666666563e-01,4.035476718403547824e-01,4.799999999999999822e-01
5.033259423503325669e-01,4.955555555555555824e-01,3.791574279379157364e-01,3.733333333333333504e-01,2.261640798226164095e-01,4.199999999999999845e-01,4.101995565410199718e-01,3.555555555555555691e-01,5.121951219512195230e-01,5.200000000000000178e-01
3.835920177383592145e-01,4.533333333333333104e-01,4.523281596452328190e-01,3.155555555555555336e-01,3.636363636363636465e-01,4.133333333333333304e-01,4.168514412416851611e-01,5.200000000000000178e-01,4.079822616407982050e-01,4.799999999999999822e-01
4.212860310421285837e-01,4.288888888888888751e-01,5.365853658536585691e-01,3.711111111111111138e-01,4.656319290465631977e-01,4.955555555555555824e-01,4.301552106430155398e-01,4.955555555555555824e-01,4.478935698447893410e-01,3.622222222222222232e-01
3.902439024390244038e-01,3.955555555555555491e-01,4.390243902439024404e-01,3.244444444444444242e-01,4.944567627494456663e-01,3.711111111111111138e-01,4.323725055432372510e-01,4.466666666666666563e-01,5.432372505543237029e-01,3.066666666666666430e-01
